name,label,concept,predicateType,group,limit,attributes,required
B03003_001E,Estimate!!Total,HISPANIC OR LATINO ORIGIN,int,B03003,0,"B03003_001M,B03003_001MA,B03003_001EA",NA
B03003_002E,Estimate!!Total!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,int,B03003,0,"B03003_002M,B03003_002MA,B03003_002EA",NA
B03003_003E,Estimate!!Total!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,int,B03003,0,"B03003_003M,B03003_003MA,B03003_003EA",NA
