name,label,concept,predicateType,group,limit,attributes,required
B25002_001E,Estimate!!Total,OCCUPANCY STATUS,int,B25002,0,"B25002_001EA,B25002_001M,B25002_001MA",NA
B25002_002E,Estimate!!Total!!Occupied,OCCUPANCY STATUS,int,B25002,0,"B25002_002EA,B25002_002M,B25002_002MA",NA
B25002_003E,Estimate!!Total!!Vacant,OCCUPANCY STATUS,int,B25002,0,"B25002_003EA,B25002_003M,B25002_003MA",NA
