"","state","county","tract","Total_2010","White_2010","American_Indian_2010","Black_2010","B25006_009E","Pacific_Islander_2010","Asian_2010","Two_plus_races_2010","Other_Race_2010","B25006_010E","(White_Percent = White_2010/Total_2010) * 100","(Black_Percent_2010 = Black_2010/Total_2010) * 100","(Indian_Percent_2010 = American_Indian_2010/Total_2010) * 100","(Asian_Percent_2010 = Asian_2010/Total_2010) * 100","*...","(Other_Percent_2010 = Other_Race_2010/Total_2010) * 100"
"80","04","013","061044",1261,1006,0,156,0,0,56,11,32,11,79.7779540047581,12.3711340206186,0,4.44091990483743,0.872323552735924,2.53766851704996
"81","04","013","061045",1503,1377,32,0,0,0,0,14,80,14,91.6167664670659,0,2.1290751829674,0,0.931470392548237,5.3226879574185
"82","04","013","061046",2111,1561,73,203,0,0,179,31,64,31,73.9459971577452,9.61629559450497,3.4580767408811,8.47939365229749,1.468498342018,3.03173851255329
"83","04","013","061047",951,703,0,91,0,0,116,0,41,0,73.9221871713985,9.56887486855941,0,12.1976866456362,0,4.31125131440589
"84","04","013","061100",552,469,10,31,0,0,11,16,15,16,84.963768115942,5.61594202898551,1.81159420289855,1.99275362318841,2.89855072463768,2.71739130434783
"85","04","013","061200",1909,1483,75,65,30,0,0,64,222,34,77.6846516500786,3.4049240440021,3.92875851231011,0,3.35254059717129,11.6291251964379
"86","04","013","061300",634,484,0,18,0,0,11,0,121,0,76.3406940063091,2.8391167192429,0,1.73501577287066,0,19.0851735015773
"87","04","013","061401",478,336,7,20,0,0,0,0,115,0,70.2928870292887,4.18410041841004,1.46443514644351,0,0,24.0585774058577
"88","04","013","061402",1570,1116,35,135,10,0,34,10,240,0,71.0828025477707,8.59872611464968,2.22929936305732,2.1656050955414,0.636942675159236,15.2866242038217
"89","04","013","071503",3119,3041,36,29,13,0,0,13,0,0,97.4991984610452,0.929785187560115,1.15421609490221,0,0.416800256492466,0
"90","04","013","071504",2303,2303,0,0,0,0,0,0,0,0,100,0,0,0,0,0
"91","04","013","071505",3527,3279,0,126,0,0,57,11,54,11,92.9685284944712,3.57244116813156,0,1.61610433796428,0.311879784519422,1.53104621491352
"92","04","013","071506",2509,2468,0,0,0,0,0,13,28,13,98.3658828218414,0,0,0,0.518134715025907,1.11598246313272
"93","04","013","071509",1703,1502,0,50,26,0,61,35,55,9,88.1972988843218,2.93599530240752,0,3.58191426893717,2.05519671168526,3.22959483264827
"94","04","013","071510",1286,1126,0,42,0,0,81,5,32,5,87.5583203732504,3.26594090202177,0,6.29860031104199,0.388802488335925,2.48833592534992
"95","04","013","071511",1266,1121,11,42,0,0,83,0,9,0,88.5466034755134,3.3175355450237,0.868878357030016,6.55608214849921,0,0.710900473933649
"96","04","013","071512",2010,1719,0,121,0,0,54,4,112,4,85.5223880597015,6.01990049751244,0,2.6865671641791,0.199004975124378,5.57213930348259
"97","04","013","071513",552,453,0,0,0,12,59,0,28,0,82.0652173913043,0,0,10.6884057971014,0,5.07246376811594
"98","04","013","071514",1557,1229,17,63,19,0,107,54,87,35,78.9338471419396,4.04624277456647,1.09184328837508,6.87219010918433,3.46820809248555,5.58766859344894
"99","04","013","071515",1703,1639,0,13,0,0,40,0,11,0,96.2419260129184,0.763358778625954,0,2.34879624192601,0,0.645918966529654
"100","04","013","071516",1585,1532,0,42,0,0,11,0,0,0,96.6561514195584,2.64984227129338,0,0.694006309148265,0,0
"101","04","013","071517",1276,1038,0,85,38,0,33,71,49,33,81.3479623824451,6.66144200626959,0,2.58620689655172,5.56426332288401,3.84012539184953
"102","04","013","071600",1446,1200,14,36,0,0,0,0,196,0,82.9875518672199,2.4896265560166,0.968188105117566,0,0,13.5546334716459
"103","04","013","071701",718,609,0,54,0,0,21,0,34,0,84.8189415041783,7.52089136490251,0,2.92479108635097,0,4.73537604456824
"104","04","013","071702",2192,2140,0,29,0,0,0,9,14,9,97.6277372262774,1.32299270072993,0,0,0.410583941605839,0.638686131386861
"105","04","013","071801",3177,3063,40,15,0,0,35,24,0,24,96.4117091595845,0.472143531633617,1.25904941768964,1.10166824047844,0.755429650613787,0
"106","04","013","071802",2170,2027,0,73,0,0,0,40,30,40,93.4101382488479,3.36405529953917,0,0,1.84331797235023,1.38248847926267
"107","04","013","071903",2318,2073,0,33,0,0,16,46,150,46,89.4305435720449,1.42364106988783,0,0.690250215703192,1.98446937014668,6.47109577221743
"108","04","013","071906",1987,1532,0,121,12,0,77,21,236,9,77.1011575239054,6.08958228485154,0,3.8751887267237,1.05686965274283,11.8772018117765
"109","04","013","071909",1651,1503,25,47,10,0,32,10,34,0,91.0357359176257,2.84675953967293,1.51423379769836,1.93821926105391,0.605693519079346,2.05935796486978
"110","04","013","420206",2322,2177,0,45,0,0,0,82,18,82,93.755383290267,1.93798449612403,0,0,3.53143841515935,0.775193798449612
"111","04","013","420207",1111,1048,30,10,0,0,23,0,0,0,94.3294329432943,0.9000900090009,2.7002700270027,2.07020702070207,0,0
"112","04","013","420208",1782,1614,47,0,0,0,37,23,61,23,90.5723905723906,0,2.6374859708193,2.07631874298541,1.29068462401796,3.42312008978676
"113","04","013","420209",1954,1861,24,0,0,0,12,25,32,25,95.2405322415558,0,1.22824974411464,0.614124872057318,1.27942681678608,1.63766632548618
"114","04","013","420210",1826,1654,0,106,0,0,0,12,54,12,90.5805038335159,5.80503833515882,0,0,0.657174151150055,2.95728368017525
"115","04","013","420211",1754,1558,13,0,0,0,67,19,97,19,88.8255416191562,0,0.741163055872292,3.81984036488027,1.08323831242873,5.53021664766249
"116","04","013","420212",1241,1147,0,49,0,0,13,0,32,0,92.4254633360193,3.94842868654311,0,1.04754230459307,0,2.57856567284448
"117","04","013","420213",1682,1653,15,0,0,0,0,0,14,0,98.2758620689655,0,0.89179548156956,0,0,0.832342449464923
"118","04","013","420214",1924,1679,0,103,0,0,42,40,60,40,87.2661122661123,5.35343035343035,0,2.18295218295218,2.07900207900208,3.11850311850312
"119","04","013","420215",554,504,16,0,0,0,0,0,34,0,90.9747292418773,0,2.88808664259928,0,0,6.13718411552347
"120","04","013","420216",1629,1477,0,74,0,0,0,49,29,49,90.6691221608349,4.5426642111725,0,0,3.00798035604665,1.78023327194598
"121","04","013","420301",647,600,13,0,0,9,25,0,0,0,92.7357032457496,0,2.00927357032457,3.86398763523957,0,0
"122","04","013","420302",1556,1490,0,53,0,0,10,0,3,0,95.7583547557841,3.40616966580977,0,0.6426735218509,0,0.19280205655527
"123","04","013","420303",1364,1171,10,9,10,0,62,16,96,6,85.850439882698,0.659824046920821,0.733137829912023,4.54545454545455,1.17302052785924,7.03812316715543
"124","04","013","420304",280,269,0,0,0,0,11,0,0,0,96.0714285714286,0,0,3.92857142857143,0,0
"125","04","013","420401",1619,1419,138,0,0,0,0,0,62,0,87.6466954910439,0,8.52378011117974,0,0,3.8295243977764
"126","04","013","420402",460,430,0,0,18,0,0,18,12,0,93.4782608695652,0,0,0,3.91304347826087,2.60869565217391
"127","04","013","420501",2185,1815,56,40,0,0,79,74,121,74,83.0663615560641,1.83066361556064,2.5629290617849,3.61556064073227,3.38672768878719,5.53775743707094
"128","04","013","420503",1269,1089,32,113,0,0,17,0,18,0,85.8156028368794,8.90464933018125,2.52167060677699,1.33963750985028,0,1.41843971631206
"129","04","013","420504",1191,1106,27,14,0,0,0,0,44,0,92.8631402183039,1.17548278757347,2.26700251889169,0,0,3.6943744752309
"130","04","013","420602",1538,1358,0,109,0,0,0,13,58,13,88.296488946684,7.08712613784135,0,0,0.845253576072822,3.77113133940182
"131","04","013","420603",1214,1101,17,23,0,0,24,12,37,12,90.6919275123558,1.89456342668863,1.4003294892916,1.97693574958814,0.988467874794069,3.04777594728171
"132","04","013","420604",1544,1438,0,12,17,0,22,47,25,30,93.1347150259067,0.77720207253886,0,1.42487046632124,3.0440414507772,1.61917098445596
"133","04","013","420704",1601,1551,0,31,0,0,0,19,0,19,96.8769519050593,1.93628981886321,0,0,1.18675827607745,0
"134","04","013","420705",1074,933,0,33,0,0,79,29,0,29,86.8715083798883,3.07262569832402,0,7.35567970204842,2.70018621973929,0
"135","04","013","420706",1422,1269,13,23,0,0,78,0,39,0,89.2405063291139,1.61744022503516,0.914205344585091,5.48523206751055,0,2.74261603375527
"136","04","013","420707",1700,1631,0,0,11,0,15,11,43,0,95.9411764705882,0,0,0.882352941176471,0.647058823529412,2.52941176470588
"137","04","013","420708",2287,2062,0,70,0,0,0,78,77,78,90.161783996502,3.06077831219939,0,0,3.41058154787932,3.36685614341933
"138","04","013","420709",1977,1880,0,5,0,0,17,52,23,52,95.0935761254426,0.252908447142135,0,0.859888720283257,2.6302478502782,1.16337885685382
"139","04","013","420710",1437,1386,16,0,0,0,0,14,21,14,96.4509394572025,0,1.1134307585247,0,0.974251913709116,1.46137787056367
"140","04","013","420800",1592,1483,0,0,19,28,9,27,45,8,93.1532663316583,0,0,0.565326633165829,1.69597989949749,2.82663316582915
"141","04","013","420901",976,871,18,31,0,0,0,0,56,0,89.2418032786885,3.17622950819672,1.84426229508197,0,0,5.73770491803279
"142","04","013","420902",1132,1066,4,0,0,0,12,0,50,0,94.1696113074205,0,0.353356890459364,1.06007067137809,0,4.41696113074205
"143","04","013","421001",1575,1465,0,70,11,0,0,11,29,0,93.015873015873,4.44444444444444,0,0,0.698412698412698,1.84126984126984
"144","04","013","421002",1073,812,37,101,0,0,18,0,105,0,75.6756756756757,9.41286113699907,3.44827586206897,1.67753960857409,0,9.7856477166822
"145","04","013","421101",1639,1322,183,41,0,0,37,8,48,8,80.6589383770592,2.50152532031727,11.1653447223917,2.25747406955461,0.48810250152532,2.92861500915192
"146","04","013","421102",2073,1908,124,18,0,0,8,0,15,0,92.040520984081,0.868306801736614,5.98166907863,0.385914134105162,0,0.723589001447178
"147","04","013","421201",2184,1837,98,50,0,0,76,55,68,55,84.1117216117216,2.28937728937729,4.48717948717949,3.47985347985348,2.51831501831502,3.11355311355311
"148","04","013","421202",1409,1230,34,79,0,0,23,12,31,12,87.2959545777147,5.60681334279631,2.41305890702626,1.63236337828247,0.85166784953868,2.20014194464159
"149","04","013","421302",2167,1838,73,82,9,15,29,19,111,10,84.8177203507153,3.78403322565759,3.36871250576834,1.33825565297647,0.876788186432856,5.12228887863406
"150","04","013","421303",1656,1336,57,170,0,0,26,0,67,0,80.6763285024155,10.2657004830918,3.44202898550725,1.57004830917874,0,4.04589371980676
"151","04","013","421304",1256,910,116,158,11,0,14,35,23,24,72.4522292993631,12.5796178343949,9.23566878980892,1.11464968152866,2.78662420382166,1.8312101910828
"152","04","013","421400",1179,1021,15,72,5,0,0,15,56,10,86.598812553011,6.10687022900763,1.27226463104326,0,1.27226463104326,4.74978795589483
"153","04","013","421501",1210,1035,14,17,8,13,0,26,105,18,85.5371900826446,1.40495867768595,1.15702479338843,0,2.14876033057851,8.67768595041322
"154","04","013","421502",951,849,31,11,0,0,11,0,49,0,89.2744479495268,1.15667718191377,3.25972660357518,1.15667718191377,0,5.15247108307045
"155","04","013","421601",952,896,0,8,0,0,0,0,48,0,94.1176470588235,0.840336134453782,0,0,0,5.04201680672269
"156","04","013","421602",1318,1027,54,9,0,0,16,0,212,0,77.9210925644917,0.682852807283763,4.09711684370258,1.21396054628225,0,16.0849772382398
"157","04","013","421701",1908,1622,10,22,0,0,54,0,200,0,85.0104821802935,1.15303983228512,0.524109014675052,2.83018867924528,0,10.482180293501
"158","04","013","421702",1261,1140,0,0,0,0,0,23,98,23,90.4044409199048,0,0,0,1.82394924662966,7.7716098334655
"159","04","013","421801",724,557,0,17,21,0,0,49,101,28,76.9337016574586,2.34806629834254,0,0,6.76795580110497,13.9502762430939
"160","04","013","421802",1160,930,39,0,7,0,14,7,170,0,80.1724137931034,0,3.36206896551724,1.20689655172414,0.603448275862069,14.6551724137931
"161","04","013","421901",1134,879,20,0,26,0,22,37,176,11,77.5132275132275,0,1.7636684303351,1.94003527336861,3.26278659611993,15.5202821869489
"162","04","013","421902",1417,1118,76,27,3,0,9,3,184,0,78.8990825688073,1.90543401552576,5.36344389555399,0.63514467184192,0.211714890613973,12.985179957657
"163","04","013","422001",1076,1026,0,0,0,0,0,0,50,0,95.3531598513011,0,0,0,0,4.64684014869888
"164","04","013","422002",1261,1088,92,31,0,0,0,0,50,0,86.2807295796987,2.45836637589215,7.29579698651864,0,0,3.96510705789056
"165","04","013","422102",1647,1441,21,80,0,0,11,12,82,12,87.4924104432301,4.85731633272617,1.27504553734062,0.667880995749848,0.728597449908925,4.97874924104432
"166","04","013","422103",2107,1659,51,137,20,21,162,69,8,49,78.7375415282392,6.50213573801614,2.42050308495491,7.68865685809207,3.27479829140959,0.3796867584243
"167","04","013","422104",2510,1893,107,312,0,0,139,33,26,33,75.4183266932271,12.4302788844622,4.26294820717131,5.53784860557769,1.31474103585657,1.03585657370518
"168","04","013","422105",1166,1022,21,34,17,0,5,17,67,0,87.6500857632933,2.91595197255575,1.80102915951973,0.428816466552316,1.45797598627787,5.74614065180103
"169","04","013","422106",1887,1403,117,211,0,13,40,27,76,27,74.3508214096449,11.1817700052994,6.20031796502385,2.11976682564918,1.4308426073132,4.02755696873344
"170","04","013","422107",1729,1263,129,131,21,0,49,76,81,55,73.048004626952,7.57663389242337,7.46096009253904,2.83400809716599,4.3956043956044,4.68478889531521
"171","04","013","422203",2069,1613,61,232,0,35,56,59,13,59,77.9603673272112,11.2131464475592,2.94828419526341,2.70662155630739,2.85161913968101,0.628322861285645
"172","04","013","422204",1291,1090,33,56,0,0,40,21,51,21,84.4306738962045,4.33772269558482,2.55615801704105,3.09837335398916,1.62664601084431,3.95042602633617
"173","04","013","422205",588,571,0,0,12,0,0,12,5,0,97.108843537415,0,0,0,2.04081632653061,0.850340136054422
"174","04","013","422209",2651,2079,28,321,0,0,141,11,71,11,78.4232365145228,12.1086382497171,1.0562052055828,5.31874764239909,0.4149377593361,2.6782346284421
"175","04","013","422210",2015,1642,48,115,35,0,50,35,125,0,81.4888337468983,5.70719602977668,2.38213399503722,2.48138957816377,1.73697270471464,6.20347394540943
"176","04","013","422211",1076,979,0,16,0,0,22,27,32,27,90.9851301115242,1.48698884758364,0,2.04460966542751,2.5092936802974,2.97397769516729
"177","04","013","422212",1744,1552,6,57,10,0,45,29,55,19,88.9908256880734,3.26834862385321,0.344036697247706,2.5802752293578,1.66284403669725,3.15366972477064
"178","04","013","422213",928,827,16,43,0,0,18,0,24,0,89.1163793103448,4.63362068965517,1.72413793103448,1.93965517241379,0,2.58620689655172
"179","04","013","422215",683,586,17,56,0,0,0,0,24,0,85.7979502196193,8.199121522694,2.48901903367496,0,0,3.51390922401171
"180","04","013","422216",1837,1649,10,53,0,0,83,0,42,0,89.7659227000544,2.88513881328253,0.544365813826892,4.5182362547632,0,2.28633641807295
"181","04","013","422217",1519,1350,50,96,0,0,16,1,6,1,88.8742593811718,6.31994733377222,3.2916392363397,1.0533245556287,0.0658327847267939,0.394996708360764
"182","04","013","422218",1069,979,24,25,0,0,26,9,6,9,91.5809167446211,2.33863423760524,2.24508886810103,2.43217960710945,0.841908325537886,0.561272217025257
"183","04","013","422219",1165,996,0,66,0,0,16,12,75,12,85.4935622317597,5.66523605150215,0,1.37339055793991,1.03004291845494,6.43776824034335
"184","04","013","422220",756,673,0,51,0,0,11,0,21,0,89.021164021164,6.74603174603175,0,1.45502645502645,0,2.77777777777778
"185","04","013","422221",1695,1484,50,44,0,0,77,0,40,0,87.5516224188791,2.59587020648968,2.94985250737463,4.54277286135693,0,2.3598820058997
"186","04","013","422222",701,598,0,44,0,0,29,23,7,23,85.3067047075606,6.27674750356633,0,4.13694721825963,3.28102710413695,0.998573466476462
"187","04","013","422301",1666,1307,43,26,10,0,41,41,208,31,78.4513805522209,1.56062424969988,2.58103241296519,2.4609843937575,2.4609843937575,12.484993997599
