GISJOIN,STATE,COUNTY,TRACTA,HousingUnits_1990,HousingUnits_2000,HousingUnits_2010,VacantForSale_1990,ForSalePercent_1990,VacantForSale_2000,ForSalePercent_2000,VacantForSale_2010,ForSalePercent_2010,Forsale_2015,HousingUnits_2015,ForSalePercent_2015
G0400130112202,Arizona,Maricopa County,112202,1468,1462,1504,19,1.29,7,0.48,17,1.13,9,1504,0.6
G0400130112301,Arizona,Maricopa County,112301,1788,1769,1800,16,0.89,3,0.17,15,0.83,55,1800,3.06
G0400130112302,Arizona,Maricopa County,112302,2233,2226,2227,58,2.6,8,0.36,36,1.62,0,2227,0
G0400130112401,Arizona,Maricopa County,112401,1565,1561,1567,38,2.43,7,0.45,14,0.89,0,1567,0
G0400130112402,Arizona,Maricopa County,112402,1280,1278,1285,46,3.59,7,0.55,14,1.09,0,1285,0
G0400130112502,Arizona,Maricopa County,112502,1296,1289,1345,49,3.78,11,0.85,36,2.68,16,1345,1.19
G0400130112503,Arizona,Maricopa County,112503,2076,2046,2057,125,6.02,11,0.54,35,1.7,25,2057,1.22
G0400130112504,Arizona,Maricopa County,112504,1074,1068,1185,25,2.33,3,0.28,17,1.43,88,1185,7.43
G0400130112505,Arizona,Maricopa County,112505,1830,2096,2649,45,2.46,9,0.43,35,1.32,0,2649,0
G0400130112507,Arizona,Maricopa County,112507,815,827,844,7,0.86,6,0.73,13,1.54,101,844,11.97
G0400130112508,Arizona,Maricopa County,112508,712,697,729,13,1.83,16,2.3,44,6.04,0,729,0
G0400130112509,Arizona,Maricopa County,112509,388,907.94,3254,0,0,0,0,12,0.37,0,3254,0
G0400130112510,Arizona,Maricopa County,112510,67,151,1214,1,1.49,17,11.26,42,3.46,0,1214,0
G0400130112511,Arizona,Maricopa County,112511,212,254,2026,1,0.47,1,0.39,76,3.75,72,2026,3.55
G0400130112512,Arizona,Maricopa County,112512,498,489,817,4,0.8,1,0.2,8,0.98,85,817,10.4
G0400130112513,Arizona,Maricopa County,112513,132,255,2362,5,3.79,7,2.75,100,4.23,59,2362,2.5
G0400130112514,Arizona,Maricopa County,112514,58,65,1229,1,1.72,0,0,49,3.99,0,1229,0
G0400130112601,Arizona,Maricopa County,112601,1009,1000,1084,7,0.69,2,0.2,6,0.55,0,1084,0
G0400130112602,Arizona,Maricopa County,112602,2041,2036,2162,50,2.45,20,0.98,29,1.34,0,2162,0
G0400130112700,Arizona,Maricopa County,112700,1962,1893,1909,34,1.73,11,0.58,23,1.2,0,1909,0
G0400130112900,Arizona,Maricopa County,112900,2055,2080,2349,32,1.56,25,1.2,29,1.23,23,2349,0.98
G0400130113000,Arizona,Maricopa County,113000,1008,945,1466,8,0.79,14,1.48,47,3.21,39,1466,2.66
G0400130113100,Arizona,Maricopa County,113100,1677,1478,1816,2,0.12,7,0.47,26,1.43,65,1816,3.58
G0400130113201,Arizona,Maricopa County,113201,938,871,889,13,1.39,5,0.57,8,0.9,16,889,1.8
G0400130113202,Arizona,Maricopa County,113202,1028,864,859,11,1.07,4,0.46,17,1.98,0,859,0
G0400130113203,Arizona,Maricopa County,113203,890,899,940,4,0.45,2,0.22,28,2.98,0,940,0
G0400130113300,Arizona,Maricopa County,113300,1967,1854,2009,13,0.66,7,0.38,20,1,0,2009,0
G0400130113400,Arizona,Maricopa County,113400,0.09,21.89,0,0,0,0.89,4.07,0,#DIV/0!,74,0,0
G0400130113501,Arizona,Maricopa County,113501,1192.07,1188.06,1495,12,1.01,2,0.17,18,1.2,20,1495,1.34
G0400130113502,Arizona,Maricopa County,113502,809.91,812.11,802,8,0.99,4.11,0.51,2,0.25,0,802,0
G0400130113601,Arizona,Maricopa County,113601,594.84,653.73,1640,5,0.84,2,0.31,19,1.16,28,1640,1.71
G0400130113602,Arizona,Maricopa County,113602,931.09,912.21,1107,13,1.4,3,0.33,8,0.72,43,1107,3.88
G0400130113700,Arizona,Maricopa County,113700,2990,2529,3549,21,0.7,24,0.95,22,0.62,0,3549,0
G0400130113801,Arizona,Maricopa County,113801,967.68,1181,1255,7,0.72,1,0.08,40,3.19,0,1255,0
G0400130113802,Arizona,Maricopa County,113802,8.32,7,4,0,0,0,0,0,0,0,4,0
G0400130113900,Arizona,Maricopa County,113900,551,420,448,8,1.45,1,0.24,0,0,25,448,5.58
G0400130114000,Arizona,Maricopa County,114000,946,1205,1164,22,2.33,8,0.66,21,1.8,150,1164,12.89
G0400130114100,Arizona,Maricopa County,114100,133,269,883,0,0,0,0,191,21.63,0,883,0
G0400130114200,Arizona,Maricopa County,114200,570,516,562,4,0.7,2,0.39,14,2.49,29,562,5.16
G0400130114301,Arizona,Maricopa County,114301,375,408,261,6,1.6,5,1.23,1,0.38,0,261,0
G0400130114302,Arizona,Maricopa County,114302,1006,923,1094,6,0.6,4,0.43,11,1.01,6,1094,0.55
G0400130114401,Arizona,Maricopa County,114401,639,639,643,14,2.19,5,0.78,9,1.4,28,643,4.35
G0400130114402,Arizona,Maricopa County,114402,746,666,700,8,1.07,5,0.75,2,0.29,0,700,0
G0400130114500,Arizona,Maricopa County,114500,1653,1476,1462,11,0.67,18,1.22,27,1.85,18,1462,1.23
G0400130114600,Arizona,Maricopa County,114600,631,491,513,44,6.97,7,1.43,6,1.17,0,513,0
G0400130114703,Arizona,Maricopa County,114703,424,385,388,2,0.47,5,1.3,14,3.61,0,388,0
G0400130114800,Arizona,Maricopa County,114800,963,857,1016,4,0.42,7,0.82,24,2.36,196,1016,19.29
G0400130114900,Arizona,Maricopa County,114900,1038,990,1019,4,0.39,2,0.2,8,0.79,0,1019,0
G0400130115200,Arizona,Maricopa County,115200,932,856,950,72,7.73,5,0.58,14,1.47,16,950,1.68
G0400130115300,Arizona,Maricopa County,115300,682,679,944,6,0.88,4,0.59,11,1.17,132,944,13.98
G0400130115400,Arizona,Maricopa County,115400,746,717,690,19,2.55,2,0.28,15,2.17,0,690,0
G0400130115500,Arizona,Maricopa County,115500,959,987,1051,31,3.23,4,0.41,14,1.33,0,1051,0
G0400130115600,Arizona,Maricopa County,115600,612,646,1189,31,5.07,7,1.08,36,3.03,12,1189,1.01
G0400130115700,Arizona,Maricopa County,115700,1212,1231,1827,14,1.16,7,0.57,36,1.97,0,1827,0
G0400130115801,Arizona,Maricopa County,115801,1198,1272,1472,11,0.92,8,0.63,21,1.43,93,1472,6.32
G0400130115802,Arizona,Maricopa County,115802,726,843,1112,17,2.34,5,0.59,29,2.61,0,1112,0
G0400130115900,Arizona,Maricopa County,115900,975,1041,1727,12,1.23,5,0.48,43,2.49,0,1727,0
G0400130116000,Arizona,Maricopa County,116000,1496,1465,2088,19,1.27,6,0.41,49,2.35,0,2088,0
G0400130116100,Arizona,Maricopa County,116100,1099,999,1378,17,1.55,4,0.4,92,6.68,86,1378,6.24
G0400130116202,Arizona,Maricopa County,116202,1420,1428,1412,28,1.97,14,0.98,37,2.62,6,1412,0.42
G0400130116203,Arizona,Maricopa County,116203,437,1054,2351,4,0.92,45,4.27,51,2.17,0,2351,0
G0400130116204,Arizona,Maricopa County,116204,1084,1079,1167,20,1.85,9,0.83,30,2.57,0,1167,0
G0400130116205,Arizona,Maricopa County,116205,1852,1842,1856,30,1.62,9,0.49,23,1.24,0,1856,0
G0400130116300,Arizona,Maricopa County,116300,1503,1806,1936,43,2.86,16,0.89,21,1.08,52,1936,2.69
G0400130116400,Arizona,Maricopa County,116400,1048,1209,1669,20,1.91,10,0.83,36,2.16,30,1669,1.8
G0400130116500,Arizona,Maricopa County,116500,1243,1241,1419,27,2.17,5,0.4,22,1.55,57,1419,4.02
G0400130116602,Arizona,Maricopa County,116602,796,816,2177,10,1.26,3,0.37,87,4,17,2177,0.78
G0400130116603,Arizona,Maricopa County,116603,220,249,1776,3,1.36,2,0.8,75,4.22,39,1776,2.2
G0400130116604,Arizona,Maricopa County,116604,3,0,1362,0,0,0,0,80,5.87,19,1362,1.4
G0400130116605,Arizona,Maricopa County,116605,31,24,1744,0,0,0,0,112,6.42,0,1744,0
G0400130116606,Arizona,Maricopa County,116606,417,400,1843,9,2.16,1,0.25,108,5.86,74,1843,4.02
G0400130116607,Arizona,Maricopa County,116607,6,6,785,0,0,0,0,32,4.08,40,785,5.1
G0400130116608,Arizona,Maricopa County,116608,37,28,1243,0,0,1,3.57,56,4.51,0,1243,0
G0400130116609,Arizona,Maricopa County,116609,164.07,192.09,1138,1,0.61,5,2.6,52,4.57,28,1138,2.46
G0400130116610,Arizona,Maricopa County,116610,40,43.05,1564,0,0,0,0,100,6.39,18,1564,1.15
G0400130116611,Arizona,Maricopa County,116611,451.93,548.87,1199,5,1.11,10,1.82,49,4.09,76,1199,6.34
G0400130116612,Arizona,Maricopa County,116612,204.98,247.97,1563,2,0.98,1,0.4,50,3.2,37,1563,2.37
G0400130116613,Arizona,Maricopa County,116613,262.02,282.03,2294,7,2.67,8,2.84,105,4.58,0,2294,0
G0400130116702,Arizona,Maricopa County,116702,2077,2167,2689,22,1.06,16,0.74,94,3.5,9,2689,0.33
G0400130116703,Arizona,Maricopa County,116703,790,819,1391,11,1.39,2,0.24,40,2.88,0,1391,0
G0400130116704,Arizona,Maricopa County,116704,1783.74,2502.78,3439,42.63,2.39,18,0.72,88,2.56,126,3439,3.66
G0400130116707,Arizona,Maricopa County,116707,1157,1231,1233,11,0.95,4,0.32,16,1.3,23,1233,1.87
G0400130116708,Arizona,Maricopa County,116708,2667,2890,2971,67,2.51,25,0.87,50,1.68,0,2971,0
G0400130116709,Arizona,Maricopa County,116709,553.1,1286.75,931,6.97,1.26,2.98,0.23,7,0.75,0,931,0
G0400130116710,Arizona,Maricopa County,116710,1515.47,1674,1721,49,3.23,11,0.66,29,1.69,0,1721,0
G0400130116711,Arizona,Maricopa County,116711,384.53,839,838,5,1.3,3,0.36,7,0.84,25,838,2.98
G0400130116712,Arizona,Maricopa County,116712,788,2179,2811,22,2.79,13,0.6,38,1.35,23,2811,0.82
G0400130116713,Arizona,Maricopa County,116713,1012,2517,2553,41,4.05,11,0.44,40,1.57,59,2553,2.31
G0400130116714,Arizona,Maricopa County,116714,247.97,1236,1239,21.27,8.58,19,1.54,24,1.94,0,1239,0
G0400130116715,Arizona,Maricopa County,116715,932,931,943,17,1.82,10,1.07,22,2.33,0,943,0
G0400130116717,Arizona,Maricopa County,116717,1200,1817,1997,12,1,2,0.11,7,0.35,0,1997,0
G0400130116718,Arizona,Maricopa County,116718,587,905,1302,7,1.19,2,0.22,9,0.69,29,1302,2.23
G0400130116719,Arizona,Maricopa County,116719,76,2768,2788,7,9.21,14,0.51,25,0.9,99,2788,3.55
G0400130116720,Arizona,Maricopa County,116720,783,1822,1827,31,3.96,12,0.66,17,0.93,0,1827,0
G0400130116721,Arizona,Maricopa County,116721,801,1436,1438,13,1.62,10,0.7,29,2.02,14,1438,0.97
G0400130116725,Arizona,Maricopa County,116725,68.4,2082,2287,3.7,5.41,39,1.87,49,2.14,0,2287,0
G0400130116727,Arizona,Maricopa County,116727,52.32,1297,1522,2.83,5.41,51,3.93,32,2.1,0,1522,0
G0400130116728,Arizona,Maricopa County,116728,82.8,1433,1671,4.73,5.71,15,1.05,38,2.27,18,1671,1.08
G0400130116729,Arizona,Maricopa County,116729,287.18,1472,1492,18.24,6.35,8,0.54,18,1.21,0,1492,0
G0400130116730,Arizona,Maricopa County,116730,1.78,51.46,635,0.1,5.62,2.1,4.08,20,3.15,75,635,11.81
G0400130116731,Arizona,Maricopa County,116731,39.56,982.54,1213,2.14,5.41,14.9,1.52,24,1.98,0,1213,0
G0400130116732,Arizona,Maricopa County,116732,920.1,965,1299,19,2.06,18,1.87,37,2.85,34,1299,2.62
G0400130116733,Arizona,Maricopa County,116733,22.9,82,116,0,0,0,0,6,5.17,27,116,23.28
